Timestamp,Please enter your worker ID,Please enter the verification code you received from the interface ,"Independent of its fluency, how helpful was having access to the AI Assistant compared to not having access?",How easy was it to interact with the AI Assistant?,How clear (or fluent) were the responses from the AI Assistant?,What adjectives would you use to describe the AI Assistant?,"Did the way you chose to interact with the AI Assistant change over the course of answering questions? If so, how?",Any feedback or comments?,Why did you find the AI Assistant helpful  or unhelpful? 
6/3/2022 15:01:52,1fd1367b2de0ae77afcfc5ac7c828554,3e0b8b937907472c9d2e5255b86de14a,2,5,2,"Responsive, orderly, confident, concise, junior",I tried queries based on your examples but did not find that to work any better than my own. I worked with it as I would a search engine or Alexa assistant.  ,"The AI stopped working after your attention check question.  It said ""The AI assistant is disabled for this question"" and then never returned.  I answered the last 5 questions on my own without AI or outside assistance as instructed.","The answers were not complete or direct.  It repeated a lot of information, rather than expanding on a single idea.  I thought my queries were good, but the responses were limited or not answering the question in a way I would expect of an expert on subject matter."
6/3/2022 15:02:32,97f1ecd88acf63ef5c71ef9a2cbc2603,1bd4052cb10c4f46a7bbf881eecabaa9,4,4,5,Energetic and experience.,No,Good survey.,"Using advanced language processing, the virtual assistant can process everything that is said or typed and is able to use that to formulate a correct answer."
6/3/2022 15:03:15,83da3c344c52a13a5423e060f8f1da8c,0871bc369bb240f1a41d145289043ef6,3,4,3,Mildly Helpful,"Not really, I used it when I could unless I knew the answer.","Google's search algorhythm does work a bit better, but they've spent millions of dollars on it.","It gave me some hints I could use to guess the correct answers, but it wasn't the most effective.  I feel like a google search would have given better information."
6/3/2022 15:06:28,990b47ab4b8fa09c048ab2e623ee0bef,e295786d19674e7d883556f1e6d2a322,2,2,2,inefficient,no,,sometimes the output was too random
6/3/2022 15:18:36,feb51220c35a12beb1bd64476a672ff4,ffebdd2116a341dc91ec7853c9bb2f47,3,4,3,he,no,good,It help to make a decision when some questions are confuse. It will be interacted me to me decsion.
6/3/2022 15:23:22,b6e4bfad02c3e0f4fe77e5170516c069,acb3585dfb0d473f875d223453e76eb2,1,2,2,"Confused, unhelpful",No,None,It output a lot of nonsense.
6/3/2022 15:27:15,f4635c303179e28f08728b8d4abc6cec,c05c69c5b713457a843972a9fad326d9,4,4,5, I use a creative approach to problem solve.,Augment and improve many of the existing work processes.,I like this survey and using very interesting.,Increase Productivity with Powerful Automation for Common Tasks.
6/3/2022 15:33:07,f3957b1a0baa3e48e7cc8b656d086b99,83c56221f5ac4cb0abaf2d3cfda3eb9a,3,4,3,impersonal and basic,no,,It did not give enough information
6/3/2022 15:47:58,fad6c4f752e17e3facdb6e6b8c4772fd,87c07ea703f44b47b870c2f22a46d09a,4,4,4,"helpful, efficient",Yes. I variated the way I asked questions.,N/A,The assistant mostly helped me find the correct answers. 
6/3/2022 15:48:34,26dd9a62928e543563f16bac398238b4,0fb4dd4911864766a30d484cd8af63d5,3,5,3,"Informative, vast, quick, rambling",Not really. I went with how the examples were provided and adjusted from there.,No other comments,It very much depended on what was written. There seemed to be a system on how to prompt the AI with the correct answer but I was not sure what that system was.
6/3/2022 15:49:17,377f7114aa9c7a75229167056d7b6e32,ed61ede85fd84ae994ed6830a0a6a8c2,2,4,2,Confusing ,It did not change.,I have no comments.,It did not answer the questions in a meaningful way.
6/3/2022 15:50:26,b51e2c03d0ae89088685195f3e8a9f16,638d27d15be244ae83b6d95d0fe4502c,4,4,4,"easy, informative, succinct","I started out asking the question with all answer options, but I had better luck if I tried either one answer option at a time. When I tried all answer option it basically just restated the question and gave no new information.",The system was definitely helpful once I learned how to use it and I am confident it helped me answer question correctly where I would have gotten them wrong otherwise.,I found it helpful once I had options narrowed down or tried one answer option at a time.
6/3/2022 15:51:20,6481b22fc0b4c1662199eaa97698ee55,f9774b1bf3124125b2846afd20052504,5,5,4,"knowledgeable, versatile, responsive","Yes, a little. I learned that asking a series of shorter questions rather than long ones and being specific encouraged better answers. ",It was a very interesting study and a pleasure to work with the AI interface. ,because it explained terms that I was unfamiliar with. 
6/3/2022 15:52:35,e48dfae31e3374937e836fd13318f193,e980a0a6da09440cad2cdfd3bced2841,4,5,4,Smart,"Yes it did change, i sometimes add the option answers to the question and the AI will pick the answer for me, of i just search only the question and it gives me clue about the answer.",I really enjoyed the task.,The AI was able to give me clue of the answer to the questions
6/3/2022 15:56:49,002c93b4f8c58491d8ae17ee6313b977,3bc565f99e00468b9912e129eec07d01,4,5,3,"Responsive, knowledgeable",No,,"It was definitely helpful because it felt like querying an encyclopedia, albeit some of the AI's responses were kind of irrelevant."
6/3/2022 15:58:35,5b6f1619e5e6fc4852ef86f3a6e6ccd7,82860790dbba4d4aa1ff9e30d0d37517,2,4,3,obtuse useless worthless ,I tried to do things differently but ran up against the same wall. ,,It just kept repeating the query are giving examples that did not answer the questions. 
6/3/2022 16:03:55,b4e6a03c3e44a6f69412b58daffc3e28,604d96e038d24a6795a3ca6ac6dd86b8,5,3,4,"mechanical, knowledgeable, repetitive",As I used it more I tried to be more direct and leave out unnecessary words that could lead it off track,n/a,It usually provided me with relevant information.
6/3/2022 16:04:54,0d52e6e651c8d0353912c44d978cde64,5bd270c6f1d146b39ef7500020b6b6a8,4,2,3,"Slow, cumbersome, outdated.","At first I wrote out the question almost verbatim, but that didn't produce good results. Next I wrote in key words and sometimes parts of the answer. The shorter questions seemed to produce better results.",I experienced some difficulty with the task. It randomly told me that I had left the tab when I didn't and wouldn't give me an option to close the pop up. I had to restart the task over again.,I found the AI Assistant helpful in some circumstances because they were able to aid me in finding the answer to some questions.
6/3/2022 16:06:58,5b6f1619e5e6fc4852ef86f3a6e6ccd7,82860790dbba4d4aa1ff9e30d0d37517,2,3,3,frustrating infurating agravating,I tried different approach but no better,no,"kept repeating useless info , would hint that it had the info you needed but would not give it"
6/3/2022 16:07:33,9e961375a441cd9eef0ab09bb0d348ca,bae439b909d2476db6e30b44d1dfa46d,2,1,2,"confusing, repetitive, uninformative.","I tried asking questions in different ways. I tried using non-question phrases, because it would answer questions with questions.","About halfway through (the HIV/AIDS question) a pop-up appeared saying that there was no answer for the query. Then I got a popup warning me about changing the window. Clicking ""OK"" wouldn't make the popup go away- I had to press ""escape"" and then quickly click the query text box to make it go away. I never switched tabs during the study.","It didn't really answer my questions, regardless of how I asked them. Only one answer helped me rule out some of the options of the question."
6/3/2022 16:10:23,6dfb6894f3f61b7dc489f27b50e2b1ae,31096ce1b9b640e39b36a8e0b3401470,5,5,4,"Efficient, helpful, unknown",Not really. I have a decent amount of experience with these types of assistants.,I always love interacting with HITs such as this! I was paying attention to the left side of the panel(answering the questions) and missed exactly when it was enabled. Maybe add some sort of popup or notification that alerts the worker when this section becomes enabled.,Even when the answers were not specifically telling me the information I needed I could figure out the correct answer. Added confidence to my selections.
6/3/2022 16:18:43,e8727eb283b369f068b1982281740db8,d29b4c5e3fbb4ffb9c3bfae266c4abdf,3,3,2,Likable,"Yes, have to modify the questions",It has been interesting to interact with AI,Some answers are found to be useless and has no meaning.
6/3/2022 16:19:16,9f2411c21cd11979bc6fd3df674a6db4,597a178d92864938aa1cfa874b2a62bc,2,2,2,"annoying, unhelpful, frustrating","yeah, i first tried to just get the answer, then i ended up trying to plug in each possibility to see if it gave me smoething.",,nothing seemed to work to find the correct answer.
6/4/2022 13:40:48,0dd03368e7c3ea9e10283b758fe5cb56,5cacd1b9a0a448cebdb840fc671c242e,4,5,5,"A virtual assistant, also called AI assistant or digital assistant, is an application program that understands natural language voice commands and completes tasks for the user.",The AI personal assistant works on a simple mechanism of receiving the voice or text inputs and then responding to it with the respective form. Computer systems or mobile devices are developed in such a manner that they can perform specific tasks that require the human brain or human intelligence.,,Virtual assistants use natural language processing (NLP) to match user text or voice input to executable commands.
6/4/2022 13:43:40,c4382a54be272c4335024a454d2adb89,aea18c5808794fc5b3c453b20edee04d,3,5,4,"a person who assists or gives aid and support; helper. a person who is subordinate to another in rank, function,",The AI personal assistant works on a simple mechanism of receiving the voice or text inputs and then responding to it with the respective form. Computer systems or mobile devices are developed in such a manner that they can perform specific tasks that require the human brain or human intelligence.,Almost perfect,"AI assistant apps can make phone calls, set a reminder, play music, make a to-do list, and many more. Hire AI developers to develop a program through programming languages, mainly python language. "
6/4/2022 13:59:07,8d34df22190f9a237ad9be60b97fe964,52a30efc3609447580716518b7bf0cf2,4,5,4,"Knowledgeable, helpful, fluent.",No. I just queried the assistant the same way over the course of answering questions.,NA,It was helpful because it provided some good answers. The information was fluent and helpful.
6/4/2022 14:07:19,3782f26334e7395b14d0798653b8d05d,52dd0ec2b875459384ed50a0c7d63bae,5,5,4,"smart, helpful, knowing",No,None,when the question is phrased correctly it gave the correct answer
6/4/2022 14:16:45,92ccc5184655f64cb93765957669187b,86a3964a51654331b79b7a9e491c8a88,2,1,2,Difficult,I tried wording things differently from the question,,I found it helpful for one question but that was about it
6/4/2022 14:21:45,3a1d3fbb71f65821c90a1e865636abbd,1725cb17d07f47e7b1598d46ea9fd907,3,3,4,"Helpful, Unpredictable",I tried to become more descriptive in my questions.,,Sometimes it was helpful but sometimes it gave me incomplete answers
6/4/2022 14:59:15,4f253ee03ca7132e6d47cc1ebd671ce8,7a109d22cfc3479bbb9c7feb8de04741,5,5,3,Smart but not yet smart enough to replace a human using a search engine.,If I didn't use technical terms such as 'lipids' the AI Assistant tended to give results from internet forums which were not very helpful. ,It was fun doing this HIT. I hope I didn't jump to any wrong conclusions.,I didn't know anything about some of the questions and without the help of search engines I could not have answered them. Since I wasn't allowed to use a search engine the AI Assistant was very helpful.
6/4/2022 15:18:12,f17b0a08ca0e5b9c89f515c02ce1ea02,4a5bfde56ea54813a8909b2a52c0b540,1,3,3,"confusing, potential","Yes, I was trying different methods to get the correct answer out of the AI. It was difficult.",Every question after the attention check had the AI assistant chat disabled. I referred back to the directions twice during the survey to get clarification on the directions. I am not sure if that had anything to do with it? I answered the attention check correctly so I am not sure what happened.,The directions for this HIT was pretty difficult to understand. 
6/4/2022 15:19:00,6956925842ef9a470abf3c919f2ef038,dd7afd3de0244246a1f79741fbf0d85b,5,4,4,"helpful, quick, responsive",I tried to be quite specific with my input to help get a correct answer.,No additional comments.,It was helpful because it was able to provide an answer for questions that I had no idea the answer to and would only be guessing.
6/4/2022 15:30:44,60b6a4d3e352fd2271749f683d5eb1fb,af401f575ef548fb8cf713550e4fa582,5,4,4,"Knowledgeable, useful, helpful, user-friendly ",Some of the questions I could ask directly and  obtain hopefully an accurate answer. Others I had to drill down and ask more specific questions to get an answer that I was looking for.,None,"The AI assistant seems knowledgeable and answers questions intelligently for the most part even when my query was not as precise as I could have made it. I also like that it left some ""breadcrumbs"" or clues in the replies that I could them followup further with to find the answers."
6/4/2022 15:40:29,2201943a1d1afd259d5e3fc6f80d304f,67faa6d880ae4411b5d2abd2d5576e7c,2,4,2,"hard working, too smart","yes, I started using but then it started not giving good answers, so I quit. ",make the answers shorter ,The answers were to long and now on point
6/4/2022 16:13:38,b72c54939703117995be763a4515eedd,195a966c4eb246029b3154b50d6ddc39,3,4,2,"slipshod, difficult, random","Putting in a question didn't seem to work, so I just tried to put in keywords that might return an answer.",Just using Google would be more useful I'm sure.,"It gave a coherent answer a few of times, but it's not very reliable."
6/4/2022 17:05:36,969ed7227b61f4db7b2b5cb1c48f474b,0c3f9ed1c4284bf18268d13695f1ed8a,3,4,3,"Confusing, touchy, unsure, repetitive ",It did help depending on how I worded the questions.  Simpler the better I think.  If it's too long or complicated then I think it gets confused and repeats itself. ,I had trouble with the 'finish' button not showing up.  I finally figured it out by expanding the screen.  I got a new computer so I was at loss how to get the bottom of the screen.  Other than that I'm good.  Thank you for having me in your study. ,"It did give me answers most of the time.  When it wasn't helpful, it repeated itself over and over.  It also gave conflicting answers of yes and no.  Confusing at times.  But when it wasn't confusing, it was helpful, right on target. "
6/4/2022 17:24:14,b80ecd4541892bc13c8c6e54af921393,4624a812235b4396a91207d5de48bcdd,5,5,5,User friendly.,No,N/A,AI are often hired to do specific task.
6/4/2022 18:50:21,94db8331c6ecc04aabcd50d0114c74f6,f00d5b6386744984afc2af6a4867f7a7,5,5,4,helpful,no,none,because it provide useful details/information
6/4/2022 19:58:50,d2f29e60bdb3c48f9eb46fa0bfebd40a,9d2c4580f48b450296d80b58f2027588,3,2,3,"stubborn, unfluent","I tried phrases more than complete sentences or questions, seemed to get some success",was interesting thanks for the opportunity,It was very hard to get any kind of reasonable answer out of it.  Got lucky a couple of times I think.
6/4/2022 20:10:20,6d72a3c6075b64cbbc79124cde6c18ed,11790b02246b45069d23f7ae686210f3,3,4,4,Cumbersome,"I felt I could a better response if instead of asking a question I typed in the beginning of a thought. For example, instead of saying ""what causes cancer?"" it's better to type in ""cancer is caused by..."".",,The assistant was helpful for the most part. It didn't respond to my questions the way something like google would. I didn't like that I had to structure my questions in a specific way in order to get a coherent response.
6/9/2022 17:06:29,f3875203cca77edc36ea3b90a197d97b, 760c7d78148041b4a39079e666361893,5,3,5,Helpful and professional. ,It was the same the whole time. ,I did not use the assistant I thought that would be cheating. ,It was easy to use. 
6/9/2022 17:17:01,23ce105e3fae3f63475fb36f56c8e146,78cd6bf5188f45088b875ff06b817514,5,5,5,Useful,none,none,It gives you quick help.
6/9/2022 17:17:33,015af775f388ada62a2c11911615cbaf,426b0e18e292419baba6d208b9f3fbc5,5,5,4,"Helpful, fun, interesting ","Yes, I know the instructions told how, but I was having a bit of an issue remembering and didn't want to switch tabs so I kind of had to feel it out. But once I figured out how to prompt the responses it was great. ",No,It gave me direction on things I otherwise would have had no clue in how to answer. 
6/9/2022 17:18:26,7d7e3d5f1cebfca6921bc925218708d6,47ac7badbf534993bf83b207b62dd679,2,2,2,"boring, irrelevant, unhelpful","No, I tried to change up the entire time to get decent results and kept coming up empty handed.",,"It wouldn't give me very relevant results for what I was looking for or needing, a lot of repetitive and nonsensical answers."
6/9/2022 17:18:35,2fa9c0b69f72f7c7014397b782bc9725,663988b4b2c749638cb8c3be4176d956,4,3,4,"Smart, Descriptive",Yes learning the responses the Ai gave back,Nope,The Ai was both helpful and unhelpful at times
6/9/2022 17:19:15,856818cc4b4e6e71b3dd2f4231e4faa6, c1acc3827b134a38a4fe20f4a9779820,4,4,5,Quick and the utmost inciteful.,I relied on for the reference answer and did my own thinking.,Fascinating even in contest.,"Helpful, in one word or less."
6/9/2022 17:21:09,5f99b9c9c8d96a7f06cda44735f5d5b5,0815577ab46e4f8e90bef0f2f4126923,5,4,4,"fast, clear, smart","Yes, in the beginning my questions were longer, but in the end they got short. ",,It delivered the answer in a clear manner. 
6/9/2022 17:22:23,5c7cee0b29134f53518d8d3076f313af,84977ad7c5f8441aa55ed97f2b2e9e59,4,2,2,"difficult, precise, picky, simple, basic",no,,I knew the limitations of the AI so I knew how to get help from it
6/9/2022 17:22:24,c24247a7e9df2b939afd6bec4e0191a8,cdf8893876b8419682d6aa6d14a08119,4,3,2,machine like,no,no,I couldn't see the bottom of the answer and sometimes it seemed to be repeating what I said
6/9/2022 17:24:04,4db5ac3870b54a37d9a34478a5b04ef6,93bd811bca474e6eae885cd29f9ecff5,3,5,4,Average,"Not really, my questions were relatively similar",,Seems like it pulled random information from wikipedia which either could be helpful or couldn't be helpful.
6/9/2022 17:24:22,67067c60d904185b5e8b033696aea01c,f06067dcb0fc4cb5bc51e60f535fb310,2,2,3,"Inconsistent, laborious to work with, unoptimized","Yes, I had to cater my language specifically to what the assistant could process over the course of the exercise.",,"The AI assistant was only helpful about half of the time and I had to rephrase my questions very specifically. Otherwise, it would just repeat the input."
6/9/2022 17:25:34,2e29dc38dc3ab895cd9feebb1fb925a8,86cd44921f31498f8e106ddad7db42be,5,5,5,valuable,"It did since I tended to rely on the AI Assistant more for the latter questions, which involved questions regarding the E/M spectrum and radiation, which the AI assistant helped me out greatly on. The preceding questions were easier, but the AI assistant was helpful for those too since it helped me feel more confident in my selected response. ","Interesting, engaging, and enjoyable experience. I was impressed by the AI Assistant's ability to understand and provide coherent answers.",I found it particularly helpful in reinforcing the answer I was leaning towards and also when approaching physics questions that depend on objective data/metrics since the AI can retrieve this sort of information more efficiently and rapidly. 
6/9/2022 17:31:29,e24ce08ebce7ad218c7d5e0b3d5ac31f,b49daf5e81344de395954e4038fe30d4,2,3,2,"Unhelpful, slow","Yes, I tried to pose my questions in a way that got better answers, but it didn't work.",The first time I did this the bot got stuck and I had to refresh and redo it. ,It didn't really answer my questions
6/9/2022 17:31:48,bbc4c60a45f8b15fe88a2c01f4a72c33,7fedcade16fb4b5fa7d5ee816ce0e7a2,2,4,2,"useless, inefficient. ",Not really. I tried to generate questions in various ways but it mostly I was unsuccessful. ,No,It couldn't understand questions and couldn't generate coherent answers so mostly it was unhelpful. 
6/9/2022 17:34:49,a99cc1fc7dad6c51b6ef46f551e87154,2bf1469073ba4eabbaec8b68621180f6,4,5,4,"helpful, inconsistant","I didn't absolutely need the AI help on all questions, but I liked using it as backup.","This went smoothly, but I do wish the instructions were on the chat screen because when I opened the chat and then switched back to make sure I was doing it right, I came back to rejection warnings even though I was reading the instructions.","The AI answered things in a paragraph for, which was helpful because there were key words I could use to ask more questions. There was some inconsistency and repetition though."
6/9/2022 17:35:48,21061aafe59c09a715cf029212918c48,ffeb3ba95d6b4e03b949e28fa7c81a87,4,4,4,"a person who assists or gives aid and support; helper. a person who is subordinate to another in rank, function, etc.",no,good,helpful  
6/9/2022 17:39:36,6fc13ba14f44c822db873018cc3e5551,6afe337973ea4670ba010f91b089dc4f,4,2,2,"unhelpful, not understanding",Not really. With the Nixon question I felt like I tried many different approaches and never came close to a clear answer.  ,I had a message saying dont leave the screen. I only left the screen to look at the examples you provided since I was getting nowhere with the AIon the Nixon question other than frustrated.   The AI seemed to do OK with factual questions like what year or what body part but the poll question was hard which makes sense as I am sure there were several polls out there at the time.  ,"Some things the AI just was not helping me on, like the nixon question. I went back to look at the example you provided again and tried to format my question in a similar manner and I never got a clear answer from the AI "
6/9/2022 17:47:43,7b427dbf4f5dbf02ca62798e63e07a3a,7f3f25fcc63b4180af6bf7b6c38b4dde,3,4,2,mediocre, I felt more frustrated over time. At first I tried to some well worded questions and overtime I got a bit lazy on how I worded things when I wasn't getting a good answer,,Sometimes i felt it would spit back out multiple choice questions. In these cases it wasn't helpful at all. The questions I had weren't easy so I understand why it struggled
6/9/2022 17:50:06,5af43a3ae38b63b6e0e185b44d5fde39,f60a3ad39449439294ca00090d3a7596,5,4,4,"knowledgeable, fast, helpful","I don't think it changed. I just had to figure out the best way to ask the question. I think it is similar to Google. It all depends on what you ask Google as to what answers you get, so I thought of it like Google.",I could have really used the AI on the last several questions. It's easy to become dependent on it and miss it when you don't have it.,"The AI system knew a lot more than I did so it was really helpful, especially once I figured out how to ask the question. "
6/9/2022 18:05:46,1563a227581ba09795553ffbd7af5e19,b7030655860e4e13ae6464d1bbb50eea,5,4,5,"Responsive, accurate, succinct","Yes, I did not ask the AI for help in situations where there was a judgement call istead of a clear fact.","I didn't notice any errors or typos and had no issues at all, thanks!",It was helpful because it returned natural language results that were very clear and concise.
6/9/2022 18:07:41,53f1ce606212b00437aa3a4f4fe1ab2e,cba844a9a7cc47d981f3ce48d69e770b,4,4,5,"Smart, fast, easy, useful",No I just tried to be as specific as possible and I got a good answer. ,One question wouldn't give me an answer no matter what I tried.,It gave a good answer for almost every question I asked on the first try.
6/9/2022 18:26:28,0952e695e842abccbdc1de9359e376b7,8dabe59dad3e4ad6bc451e98018c66b8,4,4,4,"intuitive, knowledgeable","Yes, I started out asking it a direct question based on the trivia question.  But, after my first query, I turned the trivia question into a leading statement in hopes the AI would finish the statement with the correct answer.","I wanted to let you know I received a POP-UP message from the security software on my pc during the middle of the trivia questions.  I had to ""click the X button"" on the message to make it go away in order to complete the rest of the queries.  Your system must have thought I clicked another tab because I received a warning message.  But, I didn't click or open any other tabs during the trivia phase or the survey phase.","It was able to answer about half of my queries.  And, I didn't know the answer to most of the questions without its help."
6/9/2022 18:27:52,9de3f74561c00554951a355d96098b7e,d129f317b53242feb45a1c5ad3dc80e7,4,5,3,"focused, specific, helpful","The way I interacted remained the same throughout as far as I can tell. I changed how I entered the data - sometimes I would try to find out more about the answers to narrow down my choices but most of the time, I would try to phrase the question in a way that the AI could understand what I wanted to know.",I would have liked to have more questions with the AI because I think I could have improved my phrasing with more interactions.,"I think the times I had problems with the AI was my fault because it would sometimes take me a few tries to phrase the question (or part of the question) so that the AI understood what I was asking. For the most part, I found the AI helpful. It certainly didn't hinder me and I think I couldn't have answered some of the questions correctly without the AI's help."
6/9/2022 18:33:43,38a898008ab333281df60be41f6ce283,7b882d145ee343aa89a5d48c20de1063,5,5,4,"knowledgeable, intuitive, easy","No, it didn't change.",The AI is very helpful and I enjoyed using it.,I found having access to information about each question to be very productive and helpful in answering the questions.
6/9/2022 19:01:02,4cbde9ebee2683e3ee900a13e66f1e21,d3348b203e744672a0531e3273d72941,5,4,4,PROMPT ASSISTANT WITH TEXT,ASSISTANT WILL ATTEMPT TO RESPOND OF FLUENT CONTINUATION OF PROMPT,GOOD,AI ASSISTANT WAS VERY HELPFUL
6/9/2022 19:02:33,8407bcdee64c4e98fed140d90294966d,ASMBGLHC9Q7Z,4,4,5,nothing,nothing,good,office work
6/9/2022 19:03:59,fd7c7411fbc585c3786f911e07cdf3d6,b33f3306c6464547a647fcfa4f088ea4,2,3,1,repetitive,Not really,No feedback,I couldn't find a way to ask questions that the AI Assistant would have been able to clearly answer
6/9/2022 19:09:08,68ae1facfff6201bba3ace99c15dbae3,9877965ee02941169e1b2a33cc9d9750,4,5,4,"Useful, average speed, knowledgeable ",No changes,,"I thought it could help with the basic questions, but maybe not the more confusing questions."
6/9/2022 19:16:52,5a4cd2841d0c40bdf8ca84e3d579591b,eaf6417ee048412a88ee6fc68ea5c75b,5,3,3,Helpful,Multiple choice questions had to be addressed different that straight questions.,,Some of the questions I did not know but the multiple choice questions were harder without AI
6/9/2022 19:17:56,3421b0945f8d93bfcba70488f07dfb06,e1d55ce76d5c43cb916f3775acbc9eca,5,5,5,"helpful, smart, easy",I just followed the prompts you showed because it seemed the most logical way to interact.,It was neat and I would have loved something like this when I was in school,There were a couple of questions I had no clue what the awnser was and the AI told me.
6/9/2022 19:23:19,addb41cd816a1490ee411506fb7fc5fe,08ac3cf8fa524f02aa565bc5ed05f586,3,3,2,"parrotlike, confusing",i tried to guess how the original information may have been fed to the bot in training. It doesn't seem to be very effective at times. ,,"It was helpful to have it, but I also am not sure it is giving correct answers. AI tends to repeat what it has heard a lot, regardless of whether it is accurate or sensible. "
6/9/2022 19:24:30,c565aeb5a3c2b4f94967693b43b49747,4b6510d08e4b4966bd8f68cbf26307ba,1,1,1,"annoying, useless, abhorrent, taxing",yes after a while I gave up because it was nearly useless. I also had to be extremely specific and spell everything correctly to get any answer. ,I really hope it was meant to be frustrating because I was very annoyed. ,"it couldn't understand what I was asking at all, was very frustrating to use."
6/9/2022 19:25:15,39298fc514c054bbd9f9f5c42c46ef31,18daa22413b0494da94f945d58c27ed8,2,2,3,"Messy, unreliable, not trustworthy. ",Yes I had to keep generating answers and changing text. ,,It took many attempts find find an answer. 
6/9/2022 19:26:21,12e1f31dd0ac5067d316993a387efff6,5379246ff90e4d1c81dc943740e169a9,3,4,3,"average, concise","yes, some questions the bot understood my prompts right away but for some i gave more words and context clues.",,it was somewhat helpful as it answered a few of the questions easily but struggled with others.
6/9/2022 19:34:11,ec538adf1b28bddee7a188b62dca9c37,eacadb20c36a425fa1c86dae43ab5e69,5,4,4,Knowledge,No,good,Intelligent
6/9/2022 19:39:17,27352c3633e182b9c7752178b6341256,dcc06fb9fbfb41c9b2e0cc9a455e64c1,4,4,3,i use to some software,"none, i will very interesting",good,it was very helpful and very important to all collect information
6/9/2022 19:40:06,043af69ffe7a82707f20a022ce041ab4,418258264a41455c9f7de79f9f2bffde,4,4,5,"Interesting, interactive, difficult",Yes after a few attempts on different questions I went towards trying to keep my main focus on using deductive reasoning for the last questions.,,I felt like the choice of the AI assistant was useful but many of the questions I wanted to attempt myself. Some of the queries I tried it was unable to come up with something and it frustrated me a bit.
6/9/2022 19:42:37,8eb3fba79fc02cf6cde3fe1bd321dc10,ce5538b737b3427a9678ed5cb805bf8f,5,5,5,Helpful,I would probably change how I word the questions,,It seemed to have most of the answers I needed
6/9/2022 19:48:59,c4f86c4f4724b48a96ea96aa88ec1c90,526a40d23e0c41d7af8ba59d343528f4,3,3,3,"Redundant, repetitive, earnest","I attempted a few interactions, then decided to simply focus on studying the questions more intensely on my own, as the feedback was marginal. ","I received a pop up message about switching tabs in the browser. To clarify - your opening consent form, is the longest text consent form, I have read today, and I've completed over 10 studies today on Mturk and Prolific. Given the offered wage for time negotiated - please evaluate how realistic it is, that a participant will remember all details from that lengthy consent form, while completing the quiz. I switched tabs to reread your directions, only, and my switching of tabs was necessary, given your design of this HIT. I am a 4+ year worker on Mturk, Masters Certified, and have 85,000+ HITs approved, only 8 rejections, which is an error rate of 1 per 10,000+ HITs approved. This context gives me an experienced worker perspective. Thank you for reading this. ","It seemed to repeat my questions, rather than offer direct answers, so it was more repetition. "
6/9/2022 20:23:24,69df4f8d2555fe44f650121ffc5931a4,d941092b2a264a1896cf851edccca8d3,4,4,3, Excellent Communicator,automate more and more tasks,good,it was very useful and get more information
6/9/2022 20:28:55,85f7d0d5b11d0cceb355f5accc22dc7b,86259844b79d462280c233262c4d6015,5,3,4,"Unyielding, helpful, useful","Not really, I used the format that seemed to work best",n/a,I found it very helpful because I could have a verification of answers.
6/9/2022 20:30:47,87ef2022c750c6d8d00a3a78cdc0bf1e,dfb85a9ece444b69a6bedfe652b6df9d,4,3,3,"objective, unbiased, useful","I don't think so, I stuck to the same strategy mostly","After the attention check question, I couldn't use the AI anymore.",helpful
6/9/2022 20:31:38,b54a09ecf486c4026172ab11317facb3,281d216eb100462ba8fdd89737d7c514,3,4,4,get more information,all tasks,good,it was very useful and get more information.
6/9/2022 21:17:40,ec08b68e1525971ed114f30e0548c145,03c9278f29d14b009f1639a7c121e0b1,4,5,3,"Open Minded, Simple, Confusing, Emotionless","Yes it did. I first I would ask it generic questions such as what does this or that mean, but I started to get more focused and try to really make sure to ask more specific questions or less complex.","None, thank you!","I found the AI Assistant helpful because even though it was sometimes hard to use, I felt that I was easily able to get the information I needed to help me come up with an answer."
6/9/2022 21:18:43,26499d7d5aad9c46191070eadb313c85,0cb257ffc15a4e31986084535f1ff2e4,2,4,2,inaccurate ,it did not,none,some of the answers did not make sense
6/9/2022 23:02:34,24c11a53321d21e72f6233168dab5310,b8549ba8190a43468eec8f84c828e520,5,3,3,"rational, logic, unemotional",The way I interacted with the AI did NOT change during the course of questions.,"Thanks for the opportunity to participate, good luck with your research and stay safe!",I found that the AI allowed me to get some sense of the answer which was better than nothing.
6/9/2022 23:15:16,15ad297efddda7d936d6f6bd65582882,20fdbb14941f4b64b15a887a33794fa9,4,4,4,reliable,no,none,it was helpful but some answers were not very clear
6/9/2022 23:22:25,48b57648e7bf6884b9521c7b9f9d1034,deb7e74fd99c4007bf2ad5905e67d76a,2,3,2,"robotic, repetitive",no,it was a very interesting survey!  ,I did not get any clear or obvious answers. 
6/12/2022 14:17:11,06f02dde3388b60723f137f110a90166,b4e6658008e34be4a06e0cb0c3f49760,2,3,2,"unhelpful, slow",No.,None.,The output did not usually help me answer the question.
6/12/2022 14:22:16,005ee4fac2d26866b0e013f9df5fa187,6e9da833645547c1a44584f1a15fb287,4,3,3, Worker discretion is advised,"In many cases, AI has changed business communications to transform whole industries and the roles of employees within them.",none,very help full to using with chatting 
6/12/2022 14:22:46,4698fc4ad87e767ef24df19d3c22e7b6,bae26b7646ed40eaa8cdd97612ec85f5,4,5,5,"competent, useful",no,no,it was like using google. it had knowledge I did not possess
