session_id,worker_id,model,prompt,prompt_dataset,fluency,helpfulness,ease,joy,helpfulness_freetext,change_freetext,adjectives
61_5491b18afebc855a23b30ebe312f81e8_ai2-jumbo,5491b18afebc855a23b30ebe312f81e8,Jumbo,61,NYT-1,4,4,5,-1,"There were some clues that my teammate just plain couldn't understand for me. I tried many different ways of asking and it still couldn't. It had a hard time with translations (what is a bull called in Spanish, what are the French articles, etc).",I tried to enter as many answers as I could on my own then used the AI Teammate to fill in the blanks. I did that back and forth.,"Smart, quick, fun"
61_a9375b391c9034dd1cfbe0dae26e4a3c_davinci,a9375b391c9034dd1cfbe0dae26e4a3c,Davinci,61,NYT-1,3,3,4,-1,Some answers were supplied easily,"Yes, I tried to ask questions in different ways","a partner, a helper, an assistant"
61_5f016d0d9d7fedb61139db7b2be77edb_text-babbage,5f016d0d9d7fedb61139db7b2be77edb,InstructBabbage,61,NYT-1,4,2,4,-1,"I think it correctly answered 1 or 2 of my questions. Often it could provide no help [system unable message], or it just gave a rambling, vague response.","yes. I basically stopped relying on it much since it couldn't give good responses and it was just slowing me down. I still asked it once in a while, mainly because I didn't want to be considered inactive in the game [although I was still solving clues on my own].","unhelpful, inconsistent, inaccurate"
61_d576ce36b6337d2121e0ede40947c670_text-babbage,d576ce36b6337d2121e0ede40947c670,InstructBabbage,61,NYT-1,3,2,2,-1,"The AI didn't give specific answers to most of the questions. It gave general definitions, which mostly weren't helpful. ","I tried making my questions more specific, but that didn't seem to help. It only answered two of my questions with appropriate answers. ","frustrating, unspecific"
61_7d5db56fea7ec3a3d8788b2fbd0e7c15_text-babbage,7d5db56fea7ec3a3d8788b2fbd0e7c15,InstructBabbage,61,NYT-1,2,1,3,-1,I really could not make it give a clear and precise answer,"Not really,",unhelpful unclear
61_4455389e51c490d7126cd4c048a03c66_ai2-jumbo,4455389e51c490d7126cd4c048a03c66,Jumbo,61,NYT-1,2,2,1,-1,"I found the AI Teammate helpful at times, as it was able to produce answers for some clues or inquires that I think were clear, such as when I asked it about the location of the International Court of Justice or the Rival of Harvard. However, for clues that required a bit more thinking or thinking outside of the box I found the AI teammates was mostly unhelpful. In those instances, it gave responses that were unrelated, or not relevant or helpful. Often times I noted that the AI Teammate would repeat what I asked of it, and change some of the terms slightly. It had a tendency to repeat itself, and I found that it did not respond well if I asked my question starting with “What”, “What is”, or if I mention the clue is about a term with a specific number of letters.","Yes, I started asking the AI Teammate different questions, or rather I tried to word what I said to it differently based on its past responses. I avoided asking it by starting off with What or What is as time progressed, as I found the AI teammate would either make a response repeating ""What is"" or not give me a relevant answer. I also over time ended up avoiding asking the AI teammate by mentioning the word term, or anything that describes the word in number of letters or which letters were present in the word. This is because I found that the AI did not consider that information, and simply ignored it in its response.","Cumbersome, Unpredictable, Frustrating"
61_a1e2e44d9dab5c113b33caabeb9bd7e7_ai2-jumbo,a1e2e44d9dab5c113b33caabeb9bd7e7,Jumbo,61,NYT-1,3,3,5,-1,Sometimes the AI was very helpful but a lot of the time it just repeated my question over and over. Or it would ask my question and other questions related to it.,"No, I would just choose a question and try and get it to answer. Sometimes if the answer did not make any sense I did not bother trying to rephrase.","contemplating, helpful, productive, determined"
61_2cf775109e6a8e128d74e2deb2ba5cb1_ai2-jumbo,2cf775109e6a8e128d74e2deb2ba5cb1,Jumbo,61,NYT-1,1,1,2,-1,It almost NEVER answered my question with anything sensical no matter how I worded my questions. ,"I didn't want to have to use it, gave it a couple tries, got disappointed and tried not to use it too much","irritating, annoying, frustrating, aggravating"
61_96b19ae60136ad20bd29e974a88e29ab_ai2-jumbo,96b19ae60136ad20bd29e974a88e29ab,Jumbo,61,NYT-1,4,1,3,-1,It only answered a couple of questions with anything remotely related to the search.,I tried to make the requests more specific and less broad.,"useless, pathetic, unhelpful"
61_69a3ebe6bce9863c5f07e177daf8bcfd_ai2-jumbo,69a3ebe6bce9863c5f07e177daf8bcfd,Jumbo,61,NYT-1,1,2,1,-1,It was hard to get the correct answer from the AI. I really just used them to help stimulate my memory.,"I used the AI less for the answer to the crossword, and more for just answers to help me find the answer.","Illiterate, confusing."
61_decc04622d39342de7acc27065ca7a21_ai2-jumbo,decc04622d39342de7acc27065ca7a21,Jumbo,61,NYT-1,1,1,4,-1,unhelpful,"At first, I didn't think about whether I had clicked on the clue before I asked the question, but the AI was giving me such nonsense answers that I started trying to make sure my question match the selected clue. It did not help.","esoteric, confused, lost, "
61_04c7004595baa1010972c655efac1cac_ai2-jumbo,04c7004595baa1010972c655efac1cac,Jumbo,61,NYT-1,2,1,1,1,"Most answers were nonsense, either relisting my question or totally unrelated.",I learned that I had to ask several times to have any chance of getting an answer.,"Useless, unprofessional, weak"
61_eb7023cacba007ef5df2282a3bda0f86_text-davinci,eb7023cacba007ef5df2282a3bda0f86,InstructDavinci,61,NYT-1,4,4,4,5,Some of the questions they helped with and some they gave responses that were irrelevant,"No, not really. I just tried to get as many answers from them as I could.","Quick, Efficient, Inconsistent, Variety"
61_b3d7cef6025c405a32e821b15d0da84c_ai2-jumbo,b3d7cef6025c405a32e821b15d0da84c,Jumbo,61,NYT-1,1,1,1,1,The AI was talking mostly nonsense and didn't give me any good answers.,I stopped completely when I realized it wasn't helping at all.,"Unhelpful, annoying, irritating."
61_c6d5a13aeb1f43ff4724a28a95505338_ai2-jumbo,c6d5a13aeb1f43ff4724a28a95505338,Jumbo,61,NYT-1,3,2,3,1,they mainly just repeated my question differently with the occasional acception,"Yes, I kept tying to reword my questions and it worked occasionally but I had a hard time finding consistancy.","unhelpful, repetitive"
61_bad44ae4b2f6267a9f757a11f17546b9_text-davinci,bad44ae4b2f6267a9f757a11f17546b9,InstructDavinci,61,NYT-1,4,3,5,4,"The AI teammate was helpful in providing definitions, synonyms, and such however it was less helpful and recognizing relationships between things.","I tried to phrase my query in different ways and more numerously over the course of attempting to solve the puzzle. That is, I tried harder to get a useful answer out of the AI as the puzzle progressed.","quick, responsive, predictable, simple"
61_5673add8aa8dd1d805dc884c15bdf6bf_text-babbage,5673add8aa8dd1d805dc884c15bdf6bf,InstructBabbage,61,NYT-1,2,1,3,1,"Very unhelpful. Most of the time they just repeated what I had typed in, even when I rephrased it. It couldn't even find basic answers to easy questions (eg Who was Lucille Ball's husband, etc.) The few times when it did provide a coherent answer it was so basic as to be useless. And sometimes it gave just wrong info - Biden did not resign as US vice president for example. I think it actually slowed me down, and certainly wasted time.","I used it less and less, since it was unhelpful. If I hadn't been instructed to try to use it for this task I probably would have stopped using it after a couple of tries. But I did keep trying, though I stopped trying to rephrase my questions","Uninformed, unhelpful, useless, wrong, confused"
61_38a898008ab333281df60be41f6ce283_text-babbage,38a898008ab333281df60be41f6ce283,InstructBabbage,61,NYT-1,4,3,5,5,I found the AI Teammate helpful sometimes when I was able to ask about something in particular and it had a good answer. Sometimes the AI didn't know what I wanted and it was difficult to get the direction of what I was asking but it didn't answer pretty well in general as long as I asked good questions.,No,"Knowledgeable, facts, direct"
61_8e9d2087b37a3bd7ec2e61d57fef253c_davinci,8e9d2087b37a3bd7ec2e61d57fef253c,Davinci,61,NYT-1,3,2,4,3,It often seemed to give random answers that weren't relevant to the puzzle.,I used it less and less as I completed more of the puzzle.,"random, incoherent"
61_27d5ac2483f94bf51117c69a863e51c4_text-davinci,27d5ac2483f94bf51117c69a863e51c4,InstructDavinci,61,NYT-1,4,3,5,4,"Too often, the answers the AI gave were words that didn't fit into the spaces on the crossword puzzle. Sometimes, those words didn't fit in a completely blank line (up/down or side-to-side), and other times, the word answer that the AI gave was a word that clashed with letters that were already answered from a previous question. So, I had to move on to try to find out the next word (next on the down or across list), and then try to scroll back through the chat (since we were unable to open another tab to use a notepad to type reminders).  It was helpful when I already knew a word for me to outright give a word to the AI to ask if it was correct (double-check!).","At the beginning, there were words I already knew were the correct answer, so I would word it in a way to the AI in order to double-check. Sometimes I would change up my wording on purpose as well. However, since we only had 30 minutes, I began to run out of time. So, I had to spend less time asking in  creative ways and just ask outright/quickly in a more simple way to try to get what I wanted it to answer. At some point, closer to the end, I was getting frustrated with the answers the AI was giving me, so I ended up scrolling through the different questions to try to figure out which ones I could come up with on my own since the AI was making things more confusing with answers that didn't fit.",puzzling friendly confusing
61_07f320faed67b2aece0fb3bde1f87998_ai2-jumbo,07f320faed67b2aece0fb3bde1f87998,Jumbo,61,NYT-1,2,2,5,2,He didn't really understand much of what I was trying to say.,I got a little better at being able to answer the questions but not much.,"dumb, slow, misunderstanding, incorrect"
61_b6f4540fdd9d7441da616e6759e4aeac_davinci,b6f4540fdd9d7441da616e6759e4aeac,Davinci,61,NYT-1,2,2,2,1,"I only got about two answers for the AI Teammate, The rest of the time, I got gibberish or other unhelpful responses.","I initially found that the AI Teammate did not provide helpful responses, so I used it sparingly and only when I was really stuck on a clue. It came through for me on one of those occasions, which surprised me, so I went back to it several more times, without success.","confusing, irrelevant, lost, obtuse, off-topic"
61_43dc2879c3decdcc3010feb25653b969_text-babbage,43dc2879c3decdcc3010feb25653b969,InstructBabbage,61,NYT-1,2,1,4,2,"It did not help direct me in any of the right ways and even when I asked simple questions, it rarely gave me a relevant answer.","I tried to make things simpler for it to understand, but it still hardly worked and led to me using it less.","Frustrating, unclear, misguided"
61_8cd5c241d19bd39c83557e684c5c0ce4_text-babbage,8cd5c241d19bd39c83557e684c5c0ce4,InstructBabbage,61,NYT-1,2,2,2,1,"It is mostly unhelpful, most of the times their answer is just not connected to what I am asking at all.","At the start I was making complete sentences and in the end usually I just typed keywords, but it still won't get the prompts.","needs work, not understanding"
61_73ec1029bf71471d555c0684421a606f_text-babbage,73ec1029bf71471d555c0684421a606f,InstructBabbage,61,NYT-1,5,2,3,2,It really only helped me a couple of times. It was only when I asked it something very specific(such as what a word means). It didn't help with anything more broad.,I feel like I realized that I had to be specific in what I asked. That may have changed what I asked and how I interacted with it. ,"Specific, difficult"
61_a99cc1fc7dad6c51b6ef46f551e87154_ai2-jumbo,a99cc1fc7dad6c51b6ef46f551e87154,Jumbo,61,NYT-1,2,3,4,2,It would occasionally offer a helpful word amidst the gibberish repetition.,I went from asking a word or two to the full clues and then moved to questions about the clues,basic
61_6d1d5795042707c1f058a980ce28c569_davinci,6d1d5795042707c1f058a980ce28c569,Davinci,61,NYT-1,2,1,4,1,It was confusing and gave information completely out of context.,It didi not change. I used it throughout when I felt stuck. ,"disjointed, irrelevant, confusing, off-kilter"
61_7c1e76b57f443e723819da325569d4ae_text-davinci,7c1e76b57f443e723819da325569d4ae,InstructDavinci,61,NYT-1,1,1,4,3,I changed my answers but it would either repeat what I said or give an answer that didn't help.,I tried to be more clear but it didn't help.,"okay, unhelpful, boring"
61_7f193a9ca697cbf545e943c27f2c0439_davinci,7f193a9ca697cbf545e943c27f2c0439,Davinci,61,NYT-1,3,2,4,3,"At first, I thought it would be helpful, but I got a few nonsensical answers and quit asking it for most of the rest of the puzzle. There were several clues it never got right.",I don't think so. I wrote some texts as unfinished sentences and some others were questions that I asked.,"learning, green, new, a little slow"
61_1efa54b20f866563f4dcffe6c6e15616_text-davinci,1efa54b20f866563f4dcffe6c6e15616,InstructDavinci,61,NYT-1,4,5,5,4,"Some things I just did not know, or was on the tip of my tongue, that it helped me with. Like the new name for Persia","Not really, i would try all tyhe different kinds of prompts when I needed to find something, no one kind seemed to work better than others","helpful, exacting"
61_856818cc4b4e6e71b3dd2f4231e4faa6_text-babbage,856818cc4b4e6e71b3dd2f4231e4faa6,InstructBabbage,61,NYT-1,5,5,5,4,I had to friend AI Teammate and within that I was corrected. On that we did pretty good together.,I have learned some of the questions because AI Teammate has all the reference points.,Silent and yet explicit with followed up terms.
61_01f7abec1f2c69d2aa5270b8e4f151ca_text-babbage,01f7abec1f2c69d2aa5270b8e4f151ca,InstructBabbage,61,NYT-1,3,1,5,3,I only used it for two clues and it did not seem to understand simple terms like 'synonym' or 'another word for...',"No, I only tried it at the end for the final two clues and only because I figured this was the point of the exercise so I might as well, but I didn't actually need it. I tried a few different ways of asking it for help and it proved useless, so I just finished the puzzle on my own.","frustrating, inadequate"
61_e2541ac5729bc341fab976d4263f5d19_davinci,e2541ac5729bc341fab976d4263f5d19,Davinci,61,NYT-1,2,2,1,1,Didn't give answers I needed.,"yes, I asked same questions repeatedly. ",mediocre
61_f579cc14f58e4701a2345e0bdb5bec16_text-babbage,f579cc14f58e4701a2345e0bdb5bec16,InstructBabbage,61,NYT-1,3,2,5,2,"It wasn't really giving me relevant answers, but it also was hard to know what to ask sometimes.","For a while I just switched to trying to identify easier questions, then went back to asking the AI. But it was a little frustrating.","Robotic, AI, search-engine, database"
61_65d64cca90a00436c697cf99a34f7c5f_davinci,65d64cca90a00436c697cf99a34f7c5f,Davinci,61,NYT-1,1,3,5,5,In it's bizarre way it got me to think differently about the one I was asking him about. ,Yeah. I tried to ask the same question a few times. That seemed to help. ,"weird, funny, dumb, addled"
61_f8e4ca7ab085ed58b3ab68576ae8e1da_ai2-jumbo,f8e4ca7ab085ed58b3ab68576ae8e1da,Jumbo,61,NYT-1,2,2,3,1,It rarely helped answer a clue. Usually the answers were nonsensical.,No,useless
61_75146267f971a6dd8c343e2a70c3f526_ai2-jumbo,75146267f971a6dd8c343e2a70c3f526,Jumbo,61,NYT-1,4,4,5,5,It was helpful because it helped me solve the words I had no clue about or help with the words that I had a hunch about.,"In the beginning, I just used keywords but then I used questions which gave me better answers.","reliable, knowledgeable, easy"
61_5ce626b7c7ee8ae6554b1fcb9c997d8a_davinci,5ce626b7c7ee8ae6554b1fcb9c997d8a,Davinci,61,NYT-1,1,1,4,2,Only with one question did it actually give me an answer. Most of the time it was just providing incoherent answers or babble. I didn't find it very helpful at all. ,after several times attempting to get help I just kind of gave up on asking it and started trying to figure out the answers myself. ,"repetitive, confused, unclear, unhelpful "
61_97015de7c03d7318af400145a2e053ae_text-davinci,97015de7c03d7318af400145a2e053ae,InstructDavinci,61,NYT-1,5,4,4,5,"Overall, I found the AI Teammate to be very helpful, but there were times where the AI did not understand my input/question. I would ask the AI for a definition of a term and it would provide me with a definition for another word that was similar. I needed to be more specific in asking my queries. In general, I needed to be a little more careful in how I asked my questions, which made the AI give bad responses. The AI was helpful when I needed it and it allowed me to progress through other clues easily.","It did, over time I had to learn how to rephrase certain questions, so that the AI would fully understand what I was seeking, in terms of information. The AI would answer sometimes with results to other questions that were not relative.","Informative, quick"
61_22ee44b25757d856fa07a1f3a7ec1f26_ai2-jumbo,22ee44b25757d856fa07a1f3a7ec1f26,Jumbo,61,NYT-1,3,4,4,4,The AI Teammate was helpful part of the time to give me ideas of words that might fit.,No.,"wordy, talkative, interactive"
61_cc105e81c42472616e2fc40b78bd0926_text-babbage,cc105e81c42472616e2fc40b78bd0926,InstructBabbage,61,NYT-1,4,2,5,3,The AI gave several clearly incorrect answers.,"Yes, after receiving many incorrect answers from the AI, I stopped asking as many questoins.","Unreliaible, simple, weak"
61_6b5518acd4dc8c79c224b0dea125dfa1_davinci,6b5518acd4dc8c79c224b0dea125dfa1,Davinci,61,NYT-1,3,2,3,2,At times the ai would answer the question with unrelated statements at the end of its answer. It also would repeat words from my question in place of actually answering the question.,"The only thing that changed was asking the question in a different way. If that didn't give a sufficient answer, I would ask a question based on what the ai gave previously.","Incompetent, nonsensical"
